Unnamed: 0,address,price,type,no_bed,no_bath,agent,url,garden,parking,new_home,postcode,location,latitude,longitude,tenure,to_nearest_station,to_nearest_school,tax_band
120,"Chamberlain Crescent, Shirley, Solihull, B90 2DG",320000,Semi-Detached,3,1,"Arden Estates, Solihull",https://www.rightmove.co.uk/properties/154487696#/?channel=RES_BUY,True,True,False,B90 2DG,"Chamberlain Crescent, Shirley, Solihull, West Midlands, England, B90 2DG, United Kingdom",52.4071071,-1.8342411,Freehold,0.5 miles,0.1 miles,Band: C
164,"Dolphin Lane, Birmingham",260000,End of Terrace,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/152541710#/?channel=RES_BUY,True,True,False,,"Dolphin Lane, Acocks Green, Fox Hollies, Birmingham, West Midlands, England, B27 7NP, United Kingdom",52.4383187,-1.8271902,Ask agent,0.7 miles,0.1 miles,Band: A
39,"Barrington Road, Olton, Solihull",280000,Semi-Detached,3,1,"Melvyn Danes, Solihull",https://www.rightmove.co.uk/properties/152587607#/?channel=RES_BUY,True,True,False,,"Barrington Road, Olton, Solihull, West Midlands, England, B92 8DP, United Kingdom",52.4403302,-1.8018797,Freehold,0.2 miles,0.2 miles,Band: C
551,"St. Bernards Road, Olton, Solihull",850000,Detached,5,3,"Andrew Grant, Covering the West Midlands",https://www.rightmove.co.uk/properties/154454360#/?channel=RES_BUY,True,True,False,,"St Bernards Road, Kineton Green, Solihull, West Midlands, England, B92 7BJ, United Kingdom",52.4248617,-1.8117227,Freehold,0.1 miles,0.2 miles,
199,"Fircroft, Solihull",550000,Detached,4,2,"Ruxton Independent Estate Agents & Valuers, Solihull",https://www.rightmove.co.uk/properties/149876141#/?channel=RES_BUY,True,True,False,,"Fircroft, Ulverley Green, Solihull, West Midlands, England, B91 1BE, United Kingdom",52.4255363,-1.7974712,Freehold,0.8 miles,0.2 miles,Band: F
550,"St Bernards Road, Solihull",700000,Detached,4,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150109985#/?channel=RES_BUY,True,True,False,,"St Bernards Road, Kineton Green, Solihull, West Midlands, England, B92 7BJ, United Kingdom",52.4248617,-1.8117227,Freehold,1.2 miles,0.2 miles,Band: F
65,"Botteville Road, Birmingham",395000,End of Terrace,4,2,"Open House Estate Agents, Nationwide",https://www.rightmove.co.uk/properties/149075144#/?channel=RES_BUY,False,False,False,,"Botteville Road, Acocks Green, Fox Hollies, Birmingham, West Midlands, England, B27 7BW, United Kingdom",52.4431906,-1.8214755,Freehold,0.4 miles,0.1 miles,Band: C
513,"Sharmans Cross Road, Solihull",850000,Detached,4,1,"DM & Co. Homes, Solihull",https://www.rightmove.co.uk/properties/149030648#/?channel=RES_BUY,True,True,False,,"Sharmans Cross Road, Sharmans Cross, Solihull, West Midlands, England, B91 1RQ, United Kingdom",52.4161413,-1.8004989,Freehold,0.5 miles,0.2 miles,Band: F
78,"Broad Road, BIRMINGHAM",360000,Semi-Detached,3,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/150295814#/?channel=RES_BUY,True,True,False,,"Broad Road, Acocks Green, Fox Hollies, Birmingham, West Midlands, England, B27 7XB, United Kingdom",52.4469268,-1.8289905,Freehold,0.4 miles,0.1 miles,Band: B
596,"Tenchlee Place, Hall Green, Birmingham",330000,Semi-Detached,3,2,"Connells, Birmingham City",https://www.rightmove.co.uk/properties/141188108#/?channel=RES_BUY,True,True,True,,"Shaftmoor Lane, Hall Green, Birmingham, West Midlands, England, B28 8SW, United Kingdom",52.44236410112429,-1.8427314180797243,Freehold,0.2 miles,0.2 miles,Band: TBC
659,"Warwick Road, Solihull, West Midlands, B92",200000,Bungalow,2,1,"Dixons, Solihull",https://www.rightmove.co.uk/properties/154012946#/?channel=RES_BUY,True,True,False,B92,"Warwick Road, Olton, Solihull, West Midlands, England, B92 7JT, United Kingdom",52.4387414,-1.8071598,Leasehold,0.5 miles,0.5 miles,Band: C
97,"Bushmore Road, Birmingham",375000,Semi-Detached,4,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/147843119#/?channel=RES_BUY,True,True,False,,"Bushmore Road, Hall Green, Birmingham, West Midlands, England, B28 9JX, United Kingdom",52.4285304,-1.8347225,Freehold,0.8 miles,0.2 miles,Band: C
326,"Longmore Road, Shirley",365000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154028207#/?channel=RES_BUY,True,True,False,,"Longmore Road, Blossomfield, Solihull, West Midlands, England, B90 3EX, United Kingdom",52.4044141,-1.8134917,Freehold,1.3 miles,0.2 miles,Band: D
84,"Brook Lane, Birmingham, West Midlands, B13",410000,Detached,3,1,"Robert Oulsnam & Company, Kings Heath",https://www.rightmove.co.uk/properties/152029832#/?channel=RES_BUY,True,True,False,B13,"Brook Lane, Billesley, Yardley Wood, Birmingham, West Midlands, England, B13 0BJ, United Kingdom",52.4292524,-1.8575046,Ask agent,1.3 miles,0.3 miles,Band: TBC
209,"Formans Road, Sparkhill, BIRMINGHAM",175000,Terraced,2,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/152360417#/?channel=RES_BUY,True,False,False,,"Formans Road, Springfield, Greet, Birmingham, West Midlands, England, B11 3AP, United Kingdom",52.4479279,-1.8571065,Freehold,0.9 miles,0.3 miles,Band: A
425,"Pipers Green, Birmingham, West Midlands, B28",350000,Detached,3,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/152225120#/?channel=RES_BUY,True,True,False,B28,"Pipers Green, Billesley, Yardley Wood, Birmingham, West Midlands, England, B28 0NU, United Kingdom",52.420771,-1.844492,Freehold,0.4 miles,0.3 miles,Band: D
443,"Reddings Lane, BIRMINGHAM, West Midlands, B11",130000,Flat,2,2,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/154580363#/?channel=RES_BUY,False,False,False,B11,"Reddings Lane, Springfield, Greet, Birmingham, West Midlands, England, B11 3HB, United Kingdom",52.4506332,-1.8463792,Leasehold,0.4 miles,0.1 miles,Band: TBC
643,"Wake Green Road, Moseley, West Midlands B13 9UZ",1000000,Detached,7,7,"Fine & Country, Birmingham",https://www.rightmove.co.uk/properties/152447750#/?channel=RES_BUY,True,True,False,B13 9UZ,"Wake Green Road, Moseley, Wake Green, Birmingham, West Midlands, England, B13 9PE, United Kingdom",52.4435399,-1.8774036,Freehold,0.7 miles,0.1 miles,Band: G
715,"Yardley Wood Road, Moseley, Birmingham, B13",400000,Detached,4,3,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/151166042#/?channel=RES_BUY,True,True,False,B13,"Yardley Wood Road, Springfield, Wake Green, Birmingham, West Midlands, England, B13 9LB, United Kingdom",52.438007,-1.8709076,Freehold,1.1 miles,0.1 miles,Band: D
340,"Manor Farm Road , Tyseley",185000,Terraced,2,1,"Encasa, Olton",https://www.rightmove.co.uk/properties/144404480#/?channel=RES_BUY,True,False,False,,"Manor Farm Road, Springfield, Greet, Birmingham, West Midlands, England, B11 2HU, United Kingdom",52.4539809,-1.8488193,Freehold,0.5 miles,0.1 miles,
54,"Billesley Lane, Moseley, Birmingham, B13 9RW",475000,Detached,3,1,"Wentworth & Rose, Harborne",https://www.rightmove.co.uk/properties/151839635#/?channel=RES_BUY,True,True,False,B13 9RW,"Billesley Lane, Kings Heath, Wake Green, Birmingham, West Midlands, England, B13 9RN, United Kingdom",52.4362956,-1.8810967,Freehold,1.5 miles,0.3 miles,Band: TBC
210,"Fox Green Crescent, Birmingham, West Midlands, B27",270000,End of Terrace,3,1,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/149906573#/?channel=RES_BUY,True,True,False,B27,"Fox Green Crescent, Acocks Green, Fox Hollies, Birmingham, West Midlands, England, B27 7SY, United Kingdom",52.4414125,-1.8377109,Freehold,0.1 miles,0.3 miles,Band: TBC
685,"Windermere Road, Moseley, Birmingham, B13",280000,Terraced,2,1,"Glovers Estate Agents, Kings Heath",https://www.rightmove.co.uk/properties/152297819#/?channel=RES_BUY,True,False,False,B13,"Windermere Road, Springfield, Wake Green, Birmingham, West Midlands, England, B13 9JS, United Kingdom",52.4401537,-1.8689397,Freehold,1.0 miles,0.3 miles,Band: B
580,"Streetsbrook Road, Solihull",465000,House,3,2,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/151074476#/?channel=RES_BUY,True,True,False,,"Streetsbrook Road, Shirley, Solihull, West Midlands, England, B90 3PD, United Kingdom",52.4223289,-1.8253451,Freehold,1.8 miles,0.2 miles,Band: D
449,"Reservoir Road, Solihull",565000,Semi-Detached,4,1,"DM & Co. Homes, Solihull",https://www.rightmove.co.uk/properties/153805232#/?channel=RES_BUY,True,True,False,,"Reservoir Road, Ulverley Green, Solihull, West Midlands, England, B92 8BA, United Kingdom",52.4350462,-1.7993011,Freehold,0.3 miles,0.6 miles,Band: E
131,"Circular Road, Birmingham",240000,Terraced,2,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/151336823#/?channel=RES_BUY,True,True,False,,"Circular Road, Acocks Green, Fox Hollies, Birmingham, West Midlands, England, B27 7BY, United Kingdom",52.44092505,-1.823228483627468,Freehold,0.6 miles,0.2 miles,Band: A
334,"Lyons Grove, Birmingham",280000,Semi-Detached,3,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/154382543#/?channel=RES_BUY,True,True,False,,"Lyons Grove, Springfield, Wake Green, Birmingham, West Midlands, England, B11 4HR, United Kingdom",52.4477827,-1.86773,Freehold,1.2 miles,0.2 miles,Band: C
72,"Brampton Avenue, Birmingham, West Midlands, B28",400000,Semi-Detached,3,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/154118549#/?channel=RES_BUY,True,True,False,B28,"Brampton Avenue, Hall Green, Birmingham, West Midlands, England, B28 9LG, United Kingdom",52.4263865,-1.837349,Freehold,0.8 miles,0.1 miles,Band: C
86,"Brook Lane, Solihull",350000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154593113#/?channel=RES_BUY,True,True,False,,"Brook Lane, Kineton Green, Solihull, West Midlands, England, B92 7EJ, United Kingdom",52.4328943,-1.8150253,Freehold,0.6 miles,0.2 miles,Band: C
33,"Avery Drive, Birmingham, West Midlands, B27",300000,Detached,3,1,"Bairstow Eves, Acocks Green",https://www.rightmove.co.uk/properties/154387964#/?channel=RES_BUY,True,True,False,B27,"Avery Drive, Acocks Green, Tyseley, Birmingham, West Midlands, England, B27 6AL, United Kingdom",52.4503773,-1.8235883,Freehold,0.2 miles,0.3 miles,Band: D
158,"Dalbury Road, Hall Green",325000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150112391#/?channel=RES_BUY,True,True,False,,"Dalbury Road, Billesley, Yardley Wood, Birmingham, West Midlands, England, B28 0NE, United Kingdom",52.4182099,-1.847284,Freehold,0.4 miles,0.2 miles,Band: C
118,"Chamberlain Crescent, Shirley, Solihull",300000,Semi-Detached,3,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/148678502#/?channel=RES_BUY,True,True,False,,"Chamberlain Crescent, Shirley, Solihull, West Midlands, England, B90 2DQ, United Kingdom",52.4067802,-1.8361559,Freehold,0.5 miles,0.1 miles,Band: C
626,"Ulverley Green Road, Solihull, West Midlands, B92",325000,Semi-Detached,3,1,"Dixons, Solihull",https://www.rightmove.co.uk/properties/154475267#/?channel=RES_BUY,True,True,False,B92,"Ulverley Green Road, Olton, Solihull, West Midlands, England, B92 8BG, United Kingdom",52.4374965,-1.8041871,Freehold,0.2 miles,0.4 miles,Band: D
473,"Ryefield Close,Solihull B91 1PP",850000,Detached,5,2,"Clive Tanner Wyatts, Hall Green",https://www.rightmove.co.uk/properties/152341013#/?channel=RES_BUY,True,True,False,B91 1PP,"Ryefield Close, Sharmans Cross, Solihull, West Midlands, England, B91 1PP, United Kingdom",52.4180481,-1.8085889,Freehold,0.9 miles,0.3 miles,Band: F
81,"Bromwall Road, Birmingham",270000,House,3,1,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/140607947#/?channel=RES_BUY,True,True,False,,"Bromwall Road, Billesley, Yardley Wood, Birmingham, West Midlands, England, B13 0LR, United Kingdom",52.4228231,-1.8701997,Freehold,0.5 miles,0.2 miles,Band: B
174,"Dunard Road, Shirley, Solihull, B90 2HR",395000,Detached,3,2,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/87026172#/?channel=RES_BUY,True,True,False,B90 2HR,"Dunard Road, Haslucks Green, Solihull, West Midlands, England, B90 2HR, United Kingdom",52.4112968,-1.8426263,Freehold,0.6 miles,0.4 miles,Band: D
77,"Broad Road, Acocks Green",135000,Maisonette,2,1,"Encasa, Olton",https://www.rightmove.co.uk/properties/154474991#/?channel=RES_BUY,False,True,False,,"Broad Road, Acocks Green, Fox Hollies, Birmingham, West Midlands, England, B27 7XB, United Kingdom",52.4469268,-1.8289905,Leasehold,0.3 miles,0.2 miles,
148,"Collingtree Court, Solihull, West Midlands, B92",180000,Flat,2,2,"Bairstow Eves, Acocks Green",https://www.rightmove.co.uk/properties/153043808#/?channel=RES_BUY,False,True,False,B92,"Collingtree Court, Olton, Solihull, West Midlands, England, B92 7HS, United Kingdom",52.441223,-1.8107268,Leasehold,0.3 miles,0.3 miles,Band: C
136,"Cole Valley Road, Birmingham",375000,Semi-Detached,3,2,"Shipways, Shirley",https://www.rightmove.co.uk/properties/151387379#/?channel=RES_BUY,True,True,False,,"Cole Valley Road, Billesley, Yardley Wood, Birmingham, West Midlands, England, B28 0DF, United Kingdom",52.4260147,-1.857011,Freehold,0.1 miles,0.2 miles,Band: C
333,"Lucks Avenue, Birmingham",280000,Semi-Detached,2,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/153174224#/?channel=RES_BUY,True,True,False,,"Lucks Avenue, Acocks Green, Fox Hollies, Birmingham, West Midlands, England, B28 8FD, United Kingdom",52.4432309,-1.8405828,Freehold,0.2 miles,0.2 miles,Band: C
133,"Clarence Road, Moseley",675000,Detached,5,1,"James Laurence Estate Agents, Edgbaston",https://www.rightmove.co.uk/properties/154103810#/?channel=RES_BUY,True,True,False,,"Clarence Road, Kings Heath, Wake Green, Birmingham, West Midlands, England, B13 9SZ, United Kingdom",52.4374952,-1.8829319,Freehold,1.6 miles,0.4 miles,Band: E
231,"Gospel Lane, Birmingham, B27",200000,Terraced,2,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/152547530#/?channel=RES_BUY,True,True,False,B27,"Gospel Lane, Acocks Green, Fox Hollies, Birmingham, West Midlands, England, B27 7AY, United Kingdom",52.4393366,-1.8164658,Freehold,0.6 miles,0.2 miles,Band: A
613,"The Launde, Birmingham",300000,House,4,2,"Open House Estate Agents, Nationwide",https://www.rightmove.co.uk/properties/152500106#/?channel=RES_BUY,True,True,False,,"The Launde, Warstock, Yardley Wood, Birmingham, West Midlands, England, B28 0XP, United Kingdom",52.4096636,-1.8543647,Freehold,0.6 miles,0.3 miles,Band: C
388,"Northbrook Road, Shirley, B90",175000,Apartment,2,1,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/153948794#/?channel=RES_BUY,False,True,False,B90,"Northbrook Road, Sharmans Cross, Solihull, West Midlands, England, B90 3NP, United Kingdom",52.4193949,-1.8179748,Leasehold,1.3 miles,0.2 miles,Band: B
212,"Fox Hollies Road, BIRMINGHAM, West Midlands, B28",355000,Semi-Detached,3,2,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/154090382#/?channel=RES_BUY,True,True,False,B28,"Fox Hollies Road, Springfield, Hall Green, Birmingham, West Midlands, England, B28 9DB, United Kingdom",52.430371,-1.8415673,Freehold,0.4 miles,0.2 miles,Band: TBC
49,"Berry Maud Lane, Shirley",500000,Detached,4,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/152221637#/?channel=RES_BUY,True,True,False,,"Berry Maud Lane, Solihull Lodge, Solihull, West Midlands, England, B90 1BY, United Kingdom",52.4052943,-1.8539495,Freehold,0.3 miles,0.1 miles,Band: E
338,"Mallards Reach, Solihull",200000,Apartment,2,1,"Simon Burt The Estate Agent, Solihull",https://www.rightmove.co.uk/properties/153583133#/?channel=RES_BUY,True,True,False,,"Mallards Reach, Kineton Green, Solihull, West Midlands, England, B92 7BX, United Kingdom",52.432426750000005,-1.805943271709152,Leasehold,0.4 miles,0.3 miles,
354,"May Lane, Kings Heath, Birmingham, B14",290000,Terraced,3,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/152054951#/?channel=RES_BUY,True,True,False,B14,"May Lane, Billesley, Brandwood End, Birmingham, West Midlands, England, B14 4AH, United Kingdom",52.4197347,-1.8839644,Freehold,1.1 miles,0.3 miles,Band: B
213,"Fox Hollies Road, Birmingham",230000,Terraced,3,2,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/153484847#/?channel=RES_BUY,True,True,False,,"Fox Hollies Road, Thimble End, Sutton Coldfield, Birmingham, West Midlands, England, B76 2BJ, United Kingdom",52.5446243,-1.7890476,Freehold,0.3 miles,0.2 miles,Band: A
350,"Marshall Lake Road, Shirley, Solihull",350000,Semi-Detached,4,1,"Burchell Edwards, Solihull",https://www.rightmove.co.uk/properties/143181125#/?channel=RES_BUY,True,True,False,,"Marshall Lake Road, Blossomfield, Solihull, West Midlands, England, B90 4PW, United Kingdom",52.4006555,-1.8145605,Freehold,1.3 miles,0.3 miles,Band: C
109,"Cambridge Way, Birmingham",400000,Detached,4,2,"Shipways, Shirley",https://www.rightmove.co.uk/properties/154175105#/?channel=RES_BUY,True,True,False,,"Cambridge Way, Acocks Green, Birmingham, West Midlands, England, B27 6SP, United Kingdom",52.4525605,-1.8119178,Freehold,0.3 miles,0.2 miles,Band: D
292,"Hopton Grove, BIRMINGHAM, West Midlands, B13",235000,End of Terrace,3,1,"Dixons, Kings Heath",https://www.rightmove.co.uk/properties/153953108#/?channel=RES_BUY,True,True,False,B13,"Hopton Grove, Billesley, Yardley Wood, Birmingham, West Midlands, England, B13 0LQ, United Kingdom",52.422389,-1.8677865,Ask agent,0.6 miles,0.2 miles,Band: TBC
244,"Gresham Road, Birmingham",325000,Semi-Detached,3,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/154393907#/?channel=RES_BUY,True,True,False,,"Gresham Road, Billesley, Hall Green, Birmingham, West Midlands, England, B28 0HZ, United Kingdom",52.4237163,-1.8444108,Freehold,0.4 miles,0.5 miles,Band: C
346,"Marion Way, Birmingham, B28",175000,Maisonette,2,1,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/149577848#/?channel=RES_BUY,True,False,False,B28,"Marion Way, Billesley, Yardley Wood, Birmingham, West Midlands, England, B28 0BH, United Kingdom",52.4293299,-1.8530706,Leasehold,0.6 miles,0.3 miles,Band: B
705,"Woodstock Road, Moseley",500000,Semi-Detached,4,2,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/152167388#/?channel=RES_BUY,True,True,False,,"Woodstock Road, Springfield, Wake Green, Birmingham, West Midlands, England, B13 9BX, United Kingdom",52.4482451,-1.8732157,Freehold,1.2 miles,0.1 miles,Band: D
445,"Reddings Lane, Hall Green",230000,Terraced,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/154204403#/?channel=RES_BUY,True,True,False,,"Reddings Lane, Springfield, Greet, Birmingham, West Midlands, England, B28 8TE, United Kingdom",52.4417582,-1.8488402,Freehold,0.4 miles,0.2 miles,Band: B
63,"Boscombe Road, Birmingham, West Midlands",120000,Terraced,2,1,"Leaders Sales, Maypole",https://www.rightmove.co.uk/properties/154328228#/?channel=RES_BUY,True,False,False,,"Boscombe Road, Springfield, Greet, Birmingham, West Midlands, England, B11 3RH, United Kingdom",52.45197,-1.8485129,Freehold,0.5 miles,0.1 miles,Band: A
211,"Fox Hollies Road, Acocks Green",240000,End of Terrace,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/135108512#/?channel=RES_BUY,True,True,False,,"Fox Hollies Road, Acocks Green, Fox Hollies, Birmingham, West Midlands, England, B27 7PX, United Kingdom",52.4398162,-1.8343341,Freehold,0.4 miles,0.2 miles,Band: B
260,"Haslucks Green Road, Shirley, Solihull",190000,Ground Flat,2,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/147223274#/?channel=RES_BUY,True,True,False,,"Haslucks Green Road, Shirley, Solihull, West Midlands, England, B90 3BH, United Kingdom",52.4152921,-1.8290964,Leasehold,0.8 miles,0.4 miles,Band: B
